policy,seed,type,instance,nnodes,nlps,stime,gap,status,walltime,proctime
gcnn:iql_tmdp+ObjLim_off,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,239,360,2.83,0.0,optimal,3.41686322260648,3.415192913999988
gcnn:iql_tmdp+ObjLim_off,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,279,405,2.65,0.0,optimal,3.3258703812025487,3.3258373859999892
gcnn:iql_tmdp+ObjLim_off,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,279,385,2.92,0.0,optimal,3.601420061197132,3.601293833999989
gcnn:iql_tmdp+ObjLim_off,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,255,377,2.65,0.0,optimal,3.2350186980329454,3.233526769999969
gcnn:iql_mdp_off,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,1043,1287,5.21,0.0,optimal,6.590781019069254,6.586178345999997
gcnn:iql_mdp_off,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,1269,1429,5.58,0.0,optimal,7.197557001840323,7.198780087999978
gcnn:iql_mdp_off,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,1391,1591,5.81,0.0,optimal,7.588094715029001,7.58977057300001
gcnn:iql_mdp_off,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,1191,1411,5.57,0.0,optimal,7.194222703110427,7.195547403000035
gcnn:iql_mdp_off,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,697,847,3.96,0.0,optimal,4.922018397133797,4.922475615999986
internal:relpscost,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,9,104,3.62,0.0,optimal,3.997179016005248,3.9962602929999775
internal:relpscost,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,7,109,3.63,0.0,optimal,3.958555513061583,3.95715965200003
internal:relpscost,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,11,102,3.33,0.0,optimal,3.684838270302862,3.6832456420000312
internal:relpscost,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,9,94,3.54,0.0,optimal,3.9203144279308617,3.9189390590000244
internal:relpscost,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,9,106,3.56,0.0,optimal,3.940995752811432,3.9393076839999708
gcnn:il,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,63,209,2.5,0.0,optimal,2.874971445184201,2.8741229899999894
gcnn:il,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_4.lp,61,211,2.47,0.0,optimal,2.7619507708586752,2.7615853670000092
